;Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;HandPosition_x;HandPosition_y;HandPosition_z;HandRotation_x;HandRotation_y;HandRotation_z;HandVelocity_x;HandVelocity_y;HandVelocity_z;WristTwist;IsPinchGrabbing;IsPalmGrabbing;IsAutogripGrabbing;StrengthThumbIndex;StrengthThumbMiddle;StrengthThumbRing;StrengthThumbPinky;StrengthPalmIndex;StrengthPalmMiddle;StrengthPalmRing;StrengthPalmPinky;GrabIdentifier;MovedCorrectly;NumRepeticion
409;80340;41.72076;-0.0276;0.9385;0.0005;13.3927;14.9544;0.0521;True;True;0.1696;0.6918;0.2487;5.6471;69.739;2.2374;0.2617;0.3351;0.1174;-168.6269;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;a3374cc9-6beb-46a2-8336-d1ed350779cf;False;47
410;80345;41.80077;-0.0262;0.9387;0.0002;13.389;15.1758;359.5411;True;True;0.1541;0.7133;0.2533;5.9355;71.6169;348.6968;-0.2355;0.2638;0.2493;-167.1633;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;a3374cc9-6beb-46a2-8336-d1ed350779cf;False;47
411;80350;41.86077;-0.0254;0.9386;-0.0004;13.4203;15.4743;359.1523;True;True;0.1433;0.7341;0.252;10.4;69.0423;333.8549;-0.2052;0.3749;-0.0398;-159.6064;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;a3374cc9-6beb-46a2-8336-d1ed350779cf;False;47
412;80360;42.00077;-0.026;0.9387;-0.0008;13.435;15.3609;358.7615;True;True;0.0847;0.7088;0.2629;16.663;52.3488;322.1768;-0.3896;-0.5394;-0.042;-151.1055;True;False;False;1.0;1.0;1.0;0.9555;0.0;0.0;0.0;0.0;a3374cc9-6beb-46a2-8336-d1ed350779cf;False;47
413;80370;42.14077;-0.0296;0.9383;0.0004;13.3433;14.8737;359.3752;True;True;0.1159;0.6905;0.2667;19.2833;48.6793;355.6566;0.1763;-0.1217;-0.1061;-156.2367;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;47
414;80380;42.28078;-0.0293;0.9384;0.0005;13.3604;14.9531;359.6775;True;True;0.1439;0.6618;0.2663;354.4053;74.1236;358.8163;0.2239;-0.1189;-0.047;-167.599;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;True;47
415;80390;42.42078;-0.029;0.9381;0.0018;13.4803;14.4425;359.7849;True;True;0.1405;0.6882;0.268;3.0197;84.2139;358.1758;0.4756;-0.0432;0.4556;178.1819;True;False;False;1.0;1.0;1.0;0.8497;0.0;0.0;0.0;0.0;b2668fc2-9ddb-46f9-8ca4-f6b03fff3468;False;48
416;80400;42.56078;-0.0265;0.9384;0.0004;13.4856;15.1815;359.0476;True;True;0.1317;0.735;0.2703;11.3505;68.2848;328.5847;-0.4884;0.3493;-0.1649;-153.5069;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;b2668fc2-9ddb-46f9-8ca4-f6b03fff3468;False;48
417;80405;42.62078;-0.0266;0.9386;-0.0004;13.3656;15.2841;358.943;True;True;0.1;0.7295;0.2812;5.6603;59.9995;317.4572;-0.3991;-0.3115;0.0405;-146.9821;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;b2668fc2-9ddb-46f9-8ca4-f6b03fff3468;False;48
418;80410;42.70079;-0.0281;0.9388;-0.0006;13.1737;15.1191;358.8351;True;True;0.0754;0.7152;0.2691;10.5558;50.1157;321.9332;-0.3188;-0.1029;-0.2183;-142.8532;True;False;False;1.0;1.0;1.0;0.963;0.0;0.0;0.0;0.0;b2668fc2-9ddb-46f9-8ca4-f6b03fff3468;False;48
419;80415;42.76079;-0.0299;0.9385;0.0;13.172;14.8506;358.9038;True;True;0.0827;0.7068;0.2514;23.6294;48.9453;341.2903;0.3367;-0.117;-0.2761;-160.4955;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;48
420;80420;42.84079;-0.0307;0.9381;0.0011;13.2719;14.7324;359.5514;True;True;0.1039;0.6897;0.2681;12.8567;55.0081;356.831;0.2162;-0.1768;0.1082;-160.3648;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;48
421;80425;42.90079;-0.0304;0.9374;0.0013;13.6634;15.1165;359.754;True;True;0.1296;0.6733;0.2634;9.093;68.258;358.5502;0.6424;-0.4797;0.271;-164.8257;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;True;48
422;80430;42.98079;-0.0301;0.9376;0.0011;13.6579;15.4614;0.0102;True;True;0.166;0.6774;0.2562;2.0174;82.5883;2.712;0.2835;0.2373;-0.2993;-168.4443;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;48
423;80435;43.04079;-0.0292;0.9378;0.0013;13.5435;15.6876;0.4221;True;True;0.1811;0.6905;0.2348;355.767;96.054;9.2705;0.29;0.0601;-0.1093;177.4185;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;48
424;80445;43.1808;-0.0249;0.9394;-0.0004;12.8094;16.3749;0.6051;True;True;0.1885;0.6862;0.218;358.1616;107.0179;12.4474;0.1712;-0.001;0.0739;179.3344;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;48
425;80455;43.3208;-0.0212;0.9401;-0.0012;12.6144;16.468;359.1825;True;True;0.2173;0.6998;0.255;14.5765;83.4672;336.4864;0.2412;-0.2609;0.4068;173.0547;True;False;False;1.0;1.0;0.8486;0.6725;0.0;0.0;0.0;0.0;86f1b48e-15db-40b0-aab8-ad25722c113a;False;49
426;80465;43.4608;-0.0196;0.9396;-0.0019;12.8798;16.8317;358.4512;True;True;0.113;0.7287;0.2518;25.564;43.6493;305.8412;-1.4624;0.2176;-0.8275;-163.6084;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;86f1b48e-15db-40b0-aab8-ad25722c113a;False;49
427;80475;43.60081;-0.0238;0.9391;-0.0006;12.9068;16.3725;358.1736;True;True;0.106;0.7173;0.2613;34.8701;44.5279;344.7145;0.5084;0.1124;0.2402;-161.8925;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;49
428;80485;43.74081;-0.0267;0.9387;0.0008;13.1648;16.1672;359.1739;True;True;0.1901;0.6927;0.3151;17.4777;83.6644;344.1704;0.4179;-0.0731;-0.02;-158.418;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;True;49
429;80495;43.88081;-0.0276;0.938;0.0014;13.3883;16.004;359.9405;True;True;0.2318;0.6872;0.2959;352.3815;103.8944;359.4282;-0.0612;-0.0627;-0.0187;170.6956;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;49
430;80500;43.94081;-0.0267;0.9381;0.0012;13.4178;16.105;359.8082;True;True;0.2231;0.6804;0.3077;339.9048;106.9122;0.0427;-0.3282;0.0192;0.2395;170.7178;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;49
431;80505;44.02082;-0.0254;0.9381;0.0017;13.4456;16.0986;359.6196;True;True;0.2438;0.6749;0.2981;0.1772;97.9954;357.0835;0.0;0.0;0.0;-172.938;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;abb0c3b2-d927-46cb-8b9c-d38dfafcbfae;False;50
432;80510;44.08082;-0.024;0.9375;0.0015;13.8058;16.3404;359.3062;True;True;0.2099;0.7138;0.3004;4.7648;94.6089;351.166;-1.0671;1.3333;0.8222;162.4538;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;abb0c3b2-d927-46cb-8b9c-d38dfafcbfae;False;50
433;80515;44.16082;-0.0233;0.9373;0.0008;13.9654;16.5835;359.1811;True;True;0.1879;0.7251;0.3225;14.5139;85.2255;336.6017;-0.5582;0.3486;-0.6027;156.9905;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;abb0c3b2-d927-46cb-8b9c-d38dfafcbfae;False;50
434;80520;44.22082;-0.0236;0.9378;0.0003;13.7593;16.3747;358.8883;True;True;0.1433;0.7343;0.3145;17.3205;72.616;327.8643;-0.7418;-0.0437;0.3743;-155.6226;True;False;False;1.0;1.0;1.0;0.8227;0.0;0.0;0.0;0.0;abb0c3b2-d927-46cb-8b9c-d38dfafcbfae;False;50
435;80525;44.30082;-0.025;0.9378;-0.0003;13.8445;16.0896;358.9106;True;True;0.1075;0.7189;0.3097;21.7575;56.2697;324.1064;-0.3096;-0.1719;-0.1655;-150.2518;True;False;False;1.0;1.0;1.0;0.8398;0.0;0.0;0.0;0.0;abb0c3b2-d927-46cb-8b9c-d38dfafcbfae;False;50
436;80530;44.36082;-0.0273;0.9378;-0.0001;13.7839;15.9667;359.1501;True;True;0.1039;0.6934;0.3001;19.4827;56.097;332.6876;0.1448;-0.1735;-0.3679;-152.4873;True;False;False;1.0;1.0;1.0;0.9124;0.0;0.0;0.0;0.0;abb0c3b2-d927-46cb-8b9c-d38dfafcbfae;False;50
437;80540;44.50083;-0.0315;0.9355;0.0029;14.6612;15.8574;0.485;True;True;0.1895;0.683;0.2905;20.8438;69.9524;356.0726;1.133;-0.1524;-0.6034;-161.4227;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;True;50
438;80550;44.64083;-0.0329;0.9348;0.0024;14.9004;16.4315;1.8369;True;True;0.2792;0.6657;0.2725;7.0056;91.3494;357.7187;0.1689;0.0079;-0.07;164.2642;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;50
439;80560;44.78083;-0.0303;0.9356;0.0023;14.5507;16.7417;1.9022;True;True;0.2523;0.661;0.2979;355.1302;93.6057;0.4346;0.012;-0.0412;0.0517;167.5325;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;50
440;80570;44.92084;-0.0302;0.9358;0.0016;14.6571;15.9288;1.1495;True;True;0.2579;0.696;0.273;13.8596;95.786;344.8605;-0.1927;0.1039;-0.0572;160.0754;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;50
441;80580;45.06084;-0.0329;0.9363;0.0014;14.425;15.5018;0.7912;True;True;0.1931;0.7056;0.2877;13.8604;78.4469;333.5377;-0.0371;0.0145;0.0842;153.0269;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;50
442;80585;45.12084;-0.0342;0.9359;0.0019;14.4758;15.7362;1.2;True;True;0.1929;0.705;0.2904;14.1067;75.4621;334.2133;0.0193;0.0068;0.0103;153.9114;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;50
443;80590;45.20084;-0.0342;0.935;0.0025;14.7655;16.093;1.6672;True;True;0.2078;0.7111;0.27;16.7539;83.0988;341.8585;0.1334;0.1081;-0.2281;157.357;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;50
444;80595;45.26085;-0.0335;0.9348;0.0025;14.8969;16.5435;1.848;True;True;0.2523;0.7017;0.2414;4.6837;94.3556;353.0797;1.0919;-0.4931;-0.2187;165.3269;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;50
445;80600;45.34085;-0.0325;0.9349;0.002;14.7092;16.8579;1.9343;True;True;0.2761;0.6738;0.2359;358.0819;103.7401;358.343;0.1675;-0.2209;-0.4486;168.0129;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;50
446;80605;45.40085;-0.0301;0.9353;0.0018;14.5611;17.0477;1.8416;True;True;0.2914;0.6601;0.2151;359.6445;106.8378;2.9829;0.0648;-0.2019;-0.126;174.187;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;50
447;80610;45.48085;-0.0273;0.9358;0.0024;14.408;17.06;1.4178;True;True;0.2752;0.6687;0.2103;5.223;109.4428;1.53;-0.1639;0.1328;0.1566;175.5909;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;50
448;80615;45.54085;-0.0254;0.9353;0.0021;14.7631;16.9928;0.8487;True;True;0.2676;0.6864;0.2287;13.4465;106.6162;356.1859;-0.1922;0.3256;0.2358;174.6968;True;False;False;1.0;1.0;0.7821;0.4916;0.0;0.0;0.0;0.0;82a7f932-9c2b-4c9c-b25f-3a8c85d4ee70;False;51
449;80625;45.68085;-0.0266;0.9361;0.0005;14.5288;16.8727;0.2691;True;True;0.2366;0.7154;0.2824;12.7442;80.5675;325.9518;-1.3637;0.6747;0.2747;155.5059;True;False;False;1.0;1.0;1.0;0.9007;0.0;0.0;0.0;0.0;82a7f932-9c2b-4c9c-b25f-3a8c85d4ee70;False;51
450;80635;45.82086;-0.0314;0.9368;0.0005;14.048;15.4654;359.8185;True;True;0.1388;0.7436;0.2846;13.7993;61.1254;317.1287;-0.3857;-0.0508;0.1151;150.3139;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;82a7f932-9c2b-4c9c-b25f-3a8c85d4ee70;False;51
451;80645;45.96086;-0.0352;0.9357;0.0021;14.3964;14.9826;0.2845;True;True;0.0898;0.693;0.2966;20.0993;50.9633;327.7069;-0.1245;-0.1056;0.1503;-150.3535;True;False;False;1.0;1.0;1.0;0.9408;0.0;0.0;0.0;0.0;82a7f932-9c2b-4c9c-b25f-3a8c85d4ee70;False;51
452;80655;46.10086;-0.0383;0.9343;0.0044;14.8996;14.8262;1.3385;True;True;0.1364;0.6791;0.276;18.5663;59.3466;356.3842;0.2709;-0.1747;0.0744;-158.4214;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;True;51
453;80665;46.24087;-0.0352;0.938;0.0012;13.2315;14.8944;1.6937;True;True;0.1855;0.6785;0.2264;0.8273;67.6213;11.2723;-0.0142;0.3144;-0.0918;-162.4667;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;51
454;80675;46.38087;-0.0301;0.9425;-0.0041;11.5451;15.3512;0.9265;True;True;0.202;0.7485;0.2503;4.2006;73.8279;345.5147;0.0268;0.3601;0.1625;-166.7567;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;cf6549f4-db96-4e5a-860b-b9f34115b3e6;False;52
455;80680;46.44087;-0.0285;0.9431;-0.0048;11.2695;15.4301;0.1787;True;True;0.1865;0.7651;0.2612;6.6846;70.1449;328.8224;-0.2257;0.2225;0.7451;168.013;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;cf6549f4-db96-4e5a-860b-b9f34115b3e6;False;52
456;80685;46.52087;-0.0281;0.9416;-0.0039;11.9696;15.4838;359.7969;True;True;0.1518;0.769;0.276;10.9529;59.676;318.4137;-0.459;-0.0214;0.1486;-160.5965;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;cf6549f4-db96-4e5a-860b-b9f34115b3e6;False;52
457;80690;46.58088;-0.0289;0.9391;-0.0013;13.2494;15.5326;359.8492;True;True;0.1086;0.7406;0.2905;13.7605;53.761;315.4726;-1.0191;-1.0825;0.2438;-155.7846;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;cf6549f4-db96-4e5a-860b-b9f34115b3e6;False;52
458;80695;46.66088;-0.0315;0.9361;0.0018;14.3811;15.486;0.1568;True;True;0.0882;0.7018;0.2893;19.6898;45.1079;328.5702;-0.1675;-0.4878;-0.3495;-150.5629;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;52
459;80700;46.72088;-0.0353;0.934;0.0046;15.1239;15.3047;0.7829;True;True;0.0941;0.6905;0.2653;19.3868;49.9972;357.9325;0.1575;-0.243;-0.3912;-158.621;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;52
460;80705;46.80088;-0.0373;0.934;0.0058;14.9325;15.194;2.0999;True;True;0.1415;0.6612;0.2769;10.4742;59.1477;15.2856;0.432;0.0046;-0.2443;-155.447;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;True;52
461;80710;46.86088;-0.0366;0.936;0.004;13.6748;16.9342;3.5379;True;True;0.1772;0.6756;0.2213;5.1461;70.7239;13.4326;0.4618;-0.0196;-0.6191;-160.1507;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;52
462;80715;46.94088;-0.0359;0.939;0.0016;12.2127;17.7545;3.8518;True;True;0.2031;0.6847;0.2139;353.5387;80.3931;11.6616;0.1722;0.2331;-0.0204;-164.273;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;52
463;80720;47.00089;-0.0348;0.9417;-0.0002;11.0546;17.7277;3.617;True;True;0.2074;0.7091;0.2374;346.4651;83.8474;9.5721;-0.1293;0.7753;1.1562;-167.4288;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;52
464;80730;47.14089;-0.032;0.9433;-0.0022;10.5587;17.7173;2.4609;True;True;0.2167;0.762;0.2666;0.984;84.2911;346.5783;-0.2331;0.2384;0.1807;171.3655;True;False;False;1.0;1.0;1.0;0.8005;0.0;0.0;0.0;0.0;f50baa15-aeef-4fda-bbc3-25a0b737f79d;False;53
465;80740;47.28089;-0.0328;0.9406;0.0002;11.8503;17.1617;1.8287;True;True;0.1081;0.7501;0.2914;7.3282;60.3864;322.5833;-0.3532;-0.2233;0.1729;-156.8359;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;f50baa15-aeef-4fda-bbc3-25a0b737f79d;False;53
466;80750;47.42089;-0.039;0.9364;0.0053;13.3324;16.4404;2.5454;True;True;0.0761;0.6747;0.2677;14.61;53.0359;344.6921;0.0924;0.0098;-0.3437;-155.7632;True;False;False;0.939;0.7161;0.7222;0.7033;0.0;0.0;0.0;0.0;f50baa15-aeef-4fda-bbc3-25a0b737f79d;False;53
467;80760;47.5609;-0.043;0.934;0.0087;14.1517;16.3631;4.0928;True;True;0.1748;0.6537;0.246;9.8762;71.9106;4.0004;0.4678;0.0333;-0.3946;-163.0498;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;True;53
468;80765;47.6209;-0.0437;0.9345;0.0078;13.7888;16.3687;4.2939;True;True;0.2018;0.6589;0.2397;358.3687;82.5025;3.9194;0.4741;0.1938;0.0291;-167.858;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;53
469;80770;47.7009;-0.0428;0.9366;0.0063;12.9701;16.1632;4.1785;True;True;0.2015;0.6791;0.2619;334.0587;93.4292;2.3651;-0.0416;0.1991;0.072;-174.1558;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;53
470;80780;47.8409;-0.039;0.9399;0.0018;11.9517;16.4037;3.0677;True;True;0.2314;0.758;0.2935;359.1364;88.1682;341.4993;0.4809;0.2876;0.7271;154.0803;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;40a9aff8-76a2-4adc-8c4e-31c7af296247;False;54
471;80785;47.90091;-0.0374;0.9414;0.0005;11.3654;16.4746;2.3037;True;True;0.2037;0.7813;0.3044;1.7413;77.7195;329.0305;-1.0965;0.4813;-0.6569;151.5052;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;40a9aff8-76a2-4adc-8c4e-31c7af296247;False;54
472;80790;47.98091;-0.0363;0.9419;0.0004;11.3185;16.2963;2.0533;True;True;0.143;0.7905;0.3078;2.433;70.6408;322.3741;-0.3428;-0.0152;0.0216;149.9042;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;40a9aff8-76a2-4adc-8c4e-31c7af296247;False;54
473;80795;48.04091;-0.036;0.9406;0.002;11.8803;16.2022;1.9533;True;True;0.1076;0.7682;0.3044;2.986;58.6173;320.2319;-0.7569;-0.6537;-0.2487;-147.2671;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;40a9aff8-76a2-4adc-8c4e-31c7af296247;False;54
474;80805;48.18091;-0.0388;0.9368;0.0072;13.2907;15.9509;2.8224;True;True;0.0934;0.6798;0.2591;11.1546;52.5921;345.687;0.536;-0.5531;-0.7494;-154.6266;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;54
475;80815;48.32092;-0.0385;0.9346;0.0092;14.2244;15.642;3.4947;True;True;0.1659;0.645;0.2658;9.7302;71.4165;356.634;0.235;0.0864;-0.4549;-159.9342;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;True;54
476;80825;48.46092;-0.0378;0.9377;0.0072;12.9701;15.1264;2.9225;True;True;0.1852;0.6891;0.2846;0.308;87.6514;351.8521;0.3924;0.5254;0.4855;-168.6856;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;54
477;80835;48.60092;-0.036;0.9408;0.0027;11.8834;15.4216;2.1428;True;True;0.1639;0.7742;0.3187;7.0145;76.829;330.019;-0.4109;0.1683;0.0718;161.8078;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;09df8bdd-2ab5-4067-a13b-7c780315e914;False;55
478;80845;48.74092;-0.0361;0.9419;0.0007;11.3904;15.8329;1.6956;True;True;0.1008;0.7668;0.3172;358.3791;54.6339;323.2533;-0.3289;-0.5363;-0.0743;-150.8154;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;09df8bdd-2ab5-4067-a13b-7c780315e914;False;55
479;80855;48.88093;-0.0386;0.9365;0.0061;13.0654;17.3569;3.0281;True;True;0.0779;0.6733;0.2617;13.4577;58.3282;343.5176;0.0644;-0.1313;-0.2946;-157.3416;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;55
480;80860;48.94093;-0.0387;0.9326;0.0104;14.6046;18.0885;4.2592;True;True;0.149;0.6568;0.2556;14.7563;69.1016;355.705;1.1717;-0.5934;-0.1551;-163.1642;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;True;55
481;80865;49.02093;-0.0378;0.9295;0.0128;15.8808;18.9111;5.016;True;True;0.2061;0.6334;0.2633;11.3482;85.0442;352.8296;0.5682;-0.2617;0.1103;-164.0791;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;55
482;80870;49.08093;-0.0368;0.9295;0.0133;15.7388;19.2549;5.5131;True;True;0.254;0.6421;0.254;16.8144;106.5096;354.3734;0.2744;0.5838;0.0382;165.0611;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;55
483;80875;49.16093;-0.0351;0.9319;0.0103;14.9557;19.3755;5.3247;True;True;0.2765;0.6828;0.2469;13.6402;114.8338;354.4225;0.3523;0.475;0.2538;168.2107;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;55
484;80880;49.22094;-0.0334;0.9352;0.0078;13.5547;19.0433;4.599;True;True;0.2869;0.698;0.2692;359.7914;107.1169;342.9974;-0.7128;0.5246;0.0258;162.2402;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;55
485;80885;49.30094;-0.0323;0.9373;0.0048;12.9753;18.6789;3.7302;True;True;0.2829;0.7261;0.3046;10.5141;92.5279;329.2689;-0.2826;0.3836;0.4571;153.6588;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;55
486;80890;49.36094;-0.032;0.9386;0.0026;12.59;18.4625;2.9208;True;True;0.2281;0.7637;0.324;12.9486;82.9808;321.2552;-1.0328;0.6389;0.136;151.5181;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;55
487;80900;49.50094;-0.0345;0.9382;0.0031;12.7013;18.1999;2.8517;True;True;0.1253;0.7522;0.3104;1.0087;58.4595;319.0931;-0.9189;-0.5635;-0.3863;145.0997;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;55
488;80910;49.64095;-0.0383;0.9329;0.0088;14.7818;18.2279;4.2566;True;True;0.1326;0.6878;0.2808;6.9019;68.3266;335.4091;0.2796;-0.0863;-0.1009;-155.0737;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;55
489;80920;49.78095;-0.0365;0.9269;0.0141;16.9644;19.5811;5.8296;True;True;0.2426;0.6426;0.2542;9.2814;92.0521;349.7833;0.2129;-0.0337;-0.2461;164.8424;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;55
490;80930;49.92095;-0.032;0.9278;0.0145;16.9683;19.8686;5.6888;True;True;0.2908;0.6672;0.2675;9.9082;110.4812;352.1562;0.6482;-0.3988;0.4938;166.2558;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;55
491;80940;50.06096;-0.0299;0.9314;0.0084;15.8265;19.64;4.3124;True;True;0.2427;0.7382;0.3161;11.6936;80.4915;318.2481;-0.6101;0.3724;0.0048;152.0725;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;cfcff7fd-2e8a-4636-a10f-4d8262d63724;False;56
492;80945;50.12096;-0.0304;0.9335;0.0063;14.96;19.2317;3.3917;True;True;0.1716;0.7643;0.2984;1.8334;68.6658;313.9126;-0.8763;0.2933;-0.385;150.4273;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;cfcff7fd-2e8a-4636-a10f-4d8262d63724;False;56
493;80950;50.20096;-0.0312;0.9341;0.0056;14.7305;18.8953;2.7876;True;True;0.1272;0.7575;0.3111;1.6409;59.2362;314.5711;-0.4554;0.0111;0.101;-147.3079;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;cfcff7fd-2e8a-4636-a10f-4d8262d63724;False;56
494;80955;50.26096;-0.0321;0.9331;0.007;14.9959;18.6711;2.9588;True;True;0.0789;0.7163;0.2989;6.8339;47.8502;313.5789;-0.5769;-1.0668;0.0361;-145.1246;True;False;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;cfcff7fd-2e8a-4636-a10f-4d8262d63724;False;56
495;80960;50.34096;-0.0341;0.9304;0.0096;16.0215;18.555;3.5218;True;True;0.0761;0.6943;0.2821;12.0185;42.6813;323.1074;0.0546;-0.2005;-0.2771;-144.4262;True;False;False;0.8828;0.8162;0.7396;0.6478;0.0;0.0;0.0;0.0;cfcff7fd-2e8a-4636-a10f-4d8262d63724;False;56
496;80965;50.40096;-0.0363;0.9265;0.0128;17.5488;18.5576;4.6695;True;True;0.1111;0.684;0.276;21.3761;45.4242;340.6409;1.306;-0.1837;0.3816;-152.3644;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;56
497;80970;50.48096;-0.0363;0.9224;0.016;19.3075;19.1371;6.1451;True;True;0.1806;0.6522;0.2768;20.2555;54.5603;348.6502;0.2273;0.0673;-0.5069;-148.9795;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;True;56
498;80975;50.54097;-0.035;0.9189;0.0177;20.8684;19.7945;7.1598;True;True;0.2528;0.642;0.2463;15.9861;68.5818;347.6363;1.676;-0.3074;-0.5513;-152.4033;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;56
499;80985;50.68097;-0.0311;0.918;0.0171;21.584;20.1773;7.1488;True;True;0.3036;0.6456;0.2111;7.3063;97.7415;359.073;-0.0849;0.0482;0.2539;167.3846;False;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;False;56
