Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;HandPosition_x;HandPosition_y;HandPosition_z;HandRotation_x;HandRotation_y;HandRotation_z;HandVelocity_x;HandVelocity_y;HandVelocity_z;WristTwist;IsPinchGrabbing;IsPalmGrabbing;IsAutogripGrabbing;StrengthThumbIndex;StrengthThumbMiddle;StrengthThumbRing;StrengthThumbPinky;StrengthPalmIndex;StrengthPalmMiddle;StrengthPalmRing;StrengthPalmPinky;NumRepeticion
5065;44,74083;-0,0821;1,0971;0,0524;41,0146;336,1573;356,7625;True;True;-0,08;0,7195;0,3152;336,5651;21,686;25,4399;0,2655;-0,1383;0,2065;166,4150;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27
5075;44,88084;-0,0805;1,0946;0,0531;41,6875;342,2752;0,431;True;True;-0,0416;0,7942;0,2913;338,6491;20,1421;8,3878;0,4312;1,2981;-0,5235;-176,0175;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27
5085;45,02084;-0,0797;1,0901;0,0547;41,1716;352,4066;8,5562;True;True;0,0507;0,8343;0,2665;348,4042;25,9957;342,5417;0,4268;-0,0847;-0,1008;-161,9604;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27
5090;45,08084;-0,0799;1,0898;0,0539;41,2006;354,2834;9,6484;True;True;0,0843;0,7976;0,264;351,2567;31,1841;328,4243;0,6305;-0,8026;0,4779;-143,9778;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27
5095;45,16084;-0,0795;1,0911;0,0533;40,8101;355,0107;10,2285;True;True;0,1159;0,7556;0,2536;350,475;34,9134;327,6069;0,2274;-0,2851;-0,1781;-142,0229;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27
5105;45,30085;-0,0772;1,0918;0,0539;41,2068;352,8643;8,4302;True;True;0,0889;0,7044;0,2516;355,8962;33,0199;346,5721;-0,1137;-0,2502;-0,0049;-150,0074;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27
5115;45,44085;-0,0792;1,0945;0,0541;40,6284;349,4577;6,8534;True;True;0,0707;0,6819;0,2538;343,799;24,8821;1,8471;-0,0276;-0,0219;-0,0138;-159,0683;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27
5120;45,50085;-0,0816;1,093;0,0579;40,3883;348,446;6,5531;True;True;0,0817;0,7126;0,2635;353,6344;26,8934;359,3863;0,3237;0,8329;0,1713;-159,7270;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27
5125;45,58085;-0,0829;1,0911;0,0614;40,1996;346,3527;5,321;True;True;0,1065;0,7511;0,2697;353,9174;28,788;349,7688;0,1762;0,3447;0,0191;-158,1026;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27
5130;45,64085;-0,0809;1,0896;0,0611;41,1956;343,465;2,6524;True;True;0,1068;0,7965;0,2718;356,8501;32,7133;336,0866;-0,2046;1,2537;-0,1043;-148,5979;True;False;False;1,0;1,0;0,9493;0,7176;0,0;0,0;0,0;0,0;27
5135;45,72086;-0,0768;1,0885;0,0591;41,779;341,5446;0,1078;True;True;0,0713;0,8381;0,2679;3,4441;30,3863;327,4084;-0,2552;0,1976;0,014;-150,0151;True;False;False;1,0;1,0;1,0;0,7973;0,0;0,0;0,0;0,0;28
5140;45,78086;-0,0745;1,0895;0,0557;41,9574;339,8426;358,5837;True;True;0,0015;0,8276;0,2611;357,6894;25,5299;325,667;-1,958;-0,1011;-0,6407;-149,5373;True;False;False;1,0;1,0;0,9705;0,7254;0,0;0,0;0,0;0,0;28
5150;45,92086;-0,0778;1,0926;0,0495;41,5425;335,427;356,4112;True;True;-0,0852;0,7515;0,2892;347,5863;3,8588;346,4583;-0,4699;-1,5064;0,276;-150,2701;True;False;False;1,0;1,0;0,8265;0,5571;0,0;0,0;0,0;0,0;28
5160;46,06086;-0,084;1,0968;0,0482;41,4078;333,439;356,0491;True;True;-0,1036;0,7248;0,2941;351,1424;2,0253;15,9393;-0,1311;-0,1953;0,0035;164,8249;True;False;False;1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;28
5170;46,20087;-0,0856;1,0961;0,0517;40,9845;337,6992;358,3687;True;True;-0,0835;0,7636;0,2839;350,8509;7,2361;19,0575;0,6316;1,222;-0,0508;170,4458;True;False;False;1,0;1,0;0,9768;0,0;0,0;0,0;0,0;0,0;28
5180;46,34087;-0,0855;1,0924;0,0517;42,2736;345,4514;3,3076;True;True;-0,0062;0,8306;0,293;358,2748;11,2173;353,6645;0,855;0,4975;0,0293;-162,6823;True;False;False;1,0;0,9485;0,8226;0,5993;0,0;0,0;0,0;0,0;28
5190;46,48087;-0,0881;1,0926;0,0519;41,9728;350,5357;7,3769;True;True;0,0787;0,8811;0,2577;2,3854;19,3942;345,0483;0,4532;-0,2205;-0,001;-162,8000;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28
5200;46,62088;-0,0866;1,0923;0,0509;41,327;350,6348;7,8068;True;True;0,1351;0,8326;0,2593;16,7767;32,9318;347,0834;0,4843;-1,0326;-0,0459;-164,4301;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28
5210;46,76088;-0,0806;1,0926;0,0521;41,6389;349,4367;6,068;True;True;0,1291;0,8167;0,2646;15,5466;37,6741;1,4253;-0,1495;0,0391;0,1079;-170,3835;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28
5220;46,90088;-0,0643;1,0908;0,0541;43,1852;359,5526;10,7604;True;True;0,162;0,7659;0,304;349,6607;40,6954;350,0309;0,2023;-0,4291;0,1161;-160,8216;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28
5230;47,04089;-0,0541;1,0922;0,0562;42,1413;2,3986;11,1971;True;True;0,1256;0,7496;0,2974;357,0426;57,1797;11,8474;-0,5307;-0,1192;0,0081;-172,5141;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28
5240;47,18089;-0,0575;1,0901;0,0564;43,1192;359,2972;10,0536;True;True;0,1299;0,6914;0,326;358,65;50,8621;14,2546;0,1299;-0,2797;0,2391;179,6412;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28
5250;47,32089;-0,061;1,0881;0,0585;44,0119;349,9736;3,6292;True;True;0,1076;0,7802;0,3179;22,9008;41,814;351,2747;-0,297;0,1389;0,0105;-167,0095;True;False;False;1,0;0,6978;0,4659;0,0;0,0;0,0;0,0;0,0;28
5260;47,4609;-0,0619;1,0884;0,057;42,9819;340,9516;356,979;True;True;0,0179;0,8613;0,2835;18,5038;19,3975;320,2101;-0,3873;0,0908;-0,0256;-149,1434;True;False;False;1,0;1,0;0,7818;0,4872;0,0;0,0;0,0;0,0;29
5265;47,5209;-0,0628;1,0898;0,0535;42,7657;337,6698;355,1044;True;True;-0,032;0,8325;0,267;10,1468;18,4553;326,8887;-0,9921;-0,7866;-0,0716;-152,0252;True;False;False;1,0;1,0;0,9977;0,6914;0,0;0,0;0,0;0,0;29
5270;47,6009;-0,064;1,0916;0,0512;42,1646;335,0068;353,7989;True;True;-0,0683;0,7786;0,2878;352,1713;16,4835;338,0363;-0,3593;-0,3888;0,0969;-154,0524;True;False;False;1,0;1,0;0,9332;0,661;0,0;0,0;0,0;0,0;29
5280;47,7409;-0,0692;1,0944;0,0536;41,2896;331,5266;352,2645;True;True;-0,0796;0,7177;0,3152;349,1635;9,924;5,664;0,1048;0,1627;-0,0362;-164,3907;True;False;False;1,0;0,9071;0,6426;0,3824;0,0;0,0;0,0;0,0;29
5290;47,88091;-0,0678;1,0936;0,058;41,1131;332,934;352,7883;True;True;-0,0568;0,7417;0,2992;339,9822;20,9584;13,0321;0,1925;0,2297;0,1175;177,0991;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29
5295;47,96091;-0,0663;1,093;0,0594;41,0623;335,8121;354,6559;True;True;-0,0446;0,7581;0,2982;342,4058;21,8468;10,9304;0,3393;0,3434;-0,011;179,0256;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29
5300;48,04091;-0,0641;1,0922;0,0602;41,7821;339,7656;357,3311;True;True;-0,0233;0,8011;0,295;345,5891;25,4647;2,1843;0,2704;0,4183;0,2181;-177,4063;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29
5310;48,18091;-0,0505;1,0877;0,0644;42,8545;356,4581;7,655;True;True;0,092;0,8497;0,2719;359,9756;25,5515;342,9954;1,4322;-0,6013;-0,3177;-170,7544;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29
5315;48,26091;-0,0452;1,0848;0,0655;42,6772;2,5905;11,8466;True;True;0,1297;0,7891;0,268;0,3388;36,1394;328,2969;0,3656;-0,3638;-0,014;-157,8182;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29
5325;48,40092;-0,0423;1,0838;0,0641;42,5044;2,0525;11,8703;True;True;0,1399;0,718;0,2307;0,0458;23,7393;7,701;-0,1759;-0,5329;0,2119;-158,4527;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29
5335;48,54092;-0,049;1,0861;0,0647;41,1251;357,7469;10,1381;True;True;0,1122;0,7214;0,2536;0,127;22,3945;13,0897;-0,1825;0,4406;0,343;-162,8138;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29
5345;48,68092;-0,0548;1,0899;0,0681;40,1258;351,4517;5,8768;True;True;0,0889;0,8169;0,2964;10,6273;23,4288;342,0098;-0,0931;0,4025;0,2337;-157,0988;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29
5355;48,82093;-0,0595;1,0954;0,0629;38,1687;343,6839;0,5069;True;True;0,0045;0,8468;0,3002;10,8097;14,7948;322,0887;-0,2721;-0,0568;0,086;-152,2147;True;False;False;1,0;1,0;0,941;0,6991;0,0;0,0;0,0;0,0;29
5365;48,96093;-0,0655;1,0965;0,0533;38,5989;335,5324;354,8621;True;True;-0,081;0,723;0,3427;339,7654;4,7548;355,7513;-0,4993;-1,1678;0,02;-147,8119;True;False;False;1,0;1,0;0,9127;0,6864;0,0;0,0;0,0;0,0;30
5370;49,04093;-0,0689;1,0987;0,0516;38,756;335,1623;354,784;True;True;-0,0924;0,7006;0,316;342,3007;12,8264;20,2515;-0,1323;-0,0679;-0,4018;-157,9250;True;False;False;1,0;1,0;0,7926;0,519;0,0;0,0;0,0;0,0;30
5380;49,18093;-0,0749;1,0985;0,0534;39,1644;337,4666;357,3772;True;True;-0,0772;0,7312;0,3207;327,8571;17,6788;37,103;0,2301;0,1239;0,189;162,8419;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5385;49,26094;-0,0781;1,0961;0,0539;40,4315;340,6714;359,8308;True;True;-0,0615;0,7587;0,3223;322,4286;17,7933;27,8202;0,4383;0,4425;-0,1322;167,8540;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5395;49,40094;-0,0783;1,0891;0,0538;42,6922;353,2645;9,2627;True;True;0,0377;0,861;0,2644;324,7641;40,4977;354,3406;1,2247;0,1591;0,0152;-171,2518;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5405;49,54094;-0,0721;1,0847;0,0517;42,7365;4,5148;17,1129;True;True;0,1287;0,7686;0,2526;345,869;46,3865;331,4098;0,594;-1,593;-0,0212;-154,8680;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5410;49,62094;-0,0694;1,086;0,0486;43,0605;5,3587;16,9208;True;True;0,1606;0,7017;0,2694;351,4221;36,631;348,9565;0,3917;-0,6078;0,2439;-147,6826;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5415;49,68095;-0,0679;1,089;0,0481;42,098;5,5615;16,8077;True;True;0,1459;0,6852;0,2417;353,3994;31,5357;9,118;-0,3076;0,0585;-0,5183;-155,0945;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5425;49,82095;-0,0638;1,0908;0,0527;42,42;2,819;14,7415;True;True;0,1391;0,7386;0,2704;356,7875;34,2601;354,573;-0,1782;0,5628;0,1652;-157,9680;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5435;49,96095;-0,0573;1,0937;0,0551;41,8182;356,3459;8,7959;True;True;0,0597;0,839;0,295;353,3551;26,9961;335,366;-0,9583;0,8322;0,0801;-145,3046;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5445;50,10096;-0,0583;1,0969;0,0488;41,9274;344,219;0,3197;True;True;-0,0408;0,7839;0,3438;349,3546;20,6612;334,8493;-0,639;-0,9827;0,8163;-148,5701;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5455;50,24096;-0,0623;1,1034;0,0476;39,8782;337,6888;356,0309;True;True;-0,0873;0,7161;0,3697;340,8073;14,2132;1,9311;-0,151;0,0928;-0,4761;-155,9377;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5465;50,38096;-0,0691;1,1013;0,0574;39,4618;341,8979;359,4651;True;True;-0,0683;0,783;0,3438;345,2344;27,1364;19,1479;0,2797;0,6158;-0,0268;161,5403;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5470;50,44096;-0,0663;1,0901;0,0621;43,8999;350,6403;5,1909;True;True;0,022;0,8259;0,3152;354,3799;24,6729;356,5988;1,7504;-1,105;0,2696;-175,7937;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5475;50,52097;-0,0605;1,0805;0,0672;46,1763;1,8583;12,4131;True;True;0,0881;0,8422;0,268;354,8185;23,8981;327,7242;0,6321;0,2091;-0,4897;-139,6666;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5480;50,58097;-0,0574;1,0776;0,0688;45,6851;6,1128;15,0416;True;True;0,1401;0,7703;0,2591;1,2297;20,0202;310,6955;0,9166;-2,6189;0,6895;-132,0055;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5485;50,66097;-0,0549;1,0784;0,0673;45,4062;6,3454;14,3514;True;True;0,1599;0,7338;0,2519;338,7232;10,422;342,072;0,3602;-0,2911;-0,084;-128,3103;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5490;50,72097;-0,0536;1,0798;0,0648;45,062;5,8624;13,6266;True;True;0,1248;0,7215;0,23;355,4278;1,1134;5,6488;-0,5751;-0,463;-0,5447;-137,5159;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5495;50,80097;-0,0548;1,0826;0,0623;44,4938;5,202;14,1239;True;True;0,0975;0,7182;0,2352;3,155;359,138;8,9186;-0,1513;0,1879;0,1341;-142,9044;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5505;50,94098;-0,0612;1,0845;0,0616;43,6426;2,211;13,6975;True;True;0,091;0,7136;0,2477;5,9835;357,6904;359,5772;-0,0357;-0,0331;0,1034;-142,8515;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5510;51,00098;-0,0619;1,0834;0,0648;43,9319;0,7543;12,6906;True;True;0,0978;0,7431;0,2698;359,316;6,1247;349,2562;0,269;0,7784;0,2832;-141,0731;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30
5515;51,08098;-0,0588;1,0822;0,0678;44,1833;359,884;11,0364;True;True;0,1044;0,8025;0,2843;355,1673;12,1303;338,5125;0,025;0,533;0,2314;-142,1093;True;False;False;1,0;1,0;0,9815;0,7723;0,0;0,0;0,0;0,0;30
5520;51,14098;-0,0549;1,0826;0,069;44,173;357,8301;7,8515;True;True;0,0831;0,8433;0,2984;346,2426;9,8104;333,9044;-0,3428;0,3174;0,2346;-142,6816;True;False;False;1,0;1,0;1,0;0,9197;0,0;0,0;0,0;0,0;31
5525;51,22098;-0,0536;1,0853;0,0688;43,2158;353,4514;3,8646;True;True;0,0448;0,8499;0,3142;342,917;9,7281;328,2168;-0,354;0,1593;0,1924;-141,1550;True;False;False;1,0;1,0;1,0;0,9739;0,0;0,0;0,0;0,0;31
5530;51,28098;-0,056;1,0886;0,0668;42,0152;347,1171;359,7065;True;True;-0,0078;0,8282;0,3364;346,1139;8,1345;331,0877;-1,327;-0,8184;0,2174;-140,5637;True;False;False;1,0;1,0;1,0;0,9948;0,0;0,0;0,0;0,0;31
5540;51,42099;-0,0682;1,0937;0,0613;40,4893;334,0037;352,6187;True;True;-0,1081;0,704;0,3732;348,0423;6,0023;348,787;-0,3864;-0,6813;0,2951;-148,2935;True;False;False;1,0;1,0;1,0;0,7226;0,0;0,0;0,0;0,0;31
5550;51,56099;-0,0738;1,0961;0,061;40,761;332,5527;352,355;True;True;-0,1248;0,7365;0,3225;336,7173;17,5307;26,2264;-0,0436;-0,024;0,012;163,9491;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31
5560;51,70099;-0,0695;1,0947;0,0642;41,0568;343,857;358,9488;True;True;-0,0531;0,7675;0,3421;322,4335;30,4506;19,8581;0,6665;0,673;-0,2867;167,2192;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31
5565;51,78099;-0,0593;1,0932;0,0656;40,4048;359,3218;9,5794;True;True;0,0065;0,8659;0,276;331,579;42,1272;1,1545;0,4283;0,6871;-0,4547;-168,9831;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31
5570;51,841;-0,0507;1,0923;0,0644;38,5233;11,5279;17,3226;True;True;0,0881;0,8522;0,2873;344,1308;44,5797;339,8687;1,5216;-1,1347;0,8478;-168,9616;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31
5575;51,921;-0,049;1,0944;0,0602;37,5291;13,3602;18,3413;True;True;0,1403;0,7993;0,3064;345,765;53,3197;322,2693;0,5182;-0,5797;0,3257;-147,6178;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31
5585;52,061;-0,0487;1,1029;0,0516;35,4725;11,7922;16,5982;True;True;0,1933;0,7423;0,3156;337,786;54,0358;3,8075;-0,1499;0,2682;-0,2048;-158,6067;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31
5595;52,201;-0,0536;1,1033;0,053;34,9616;7,2351;15,1163;True;True;0,1841;0,7324;0,3165;353,4798;57,1289;18,2632;-0,0524;-0,0769;0,1644;178,2272;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31
5605;52,34101;-0,0549;1,1;0,0616;36,8364;357,6357;8,4263;True;True;0,1548;0,7757;0,3331;1,9838;49,2692;353,4833;-0,573;0,7982;-0,2368;-161,2650;True;False;False;1,0;1,0;0,8509;0,838;0,0;0,0;0,0;0,0;31
5615;52,48101;-0,0536;1,0957;0,0646;39,1345;347,0321;0,2276;True;True;0,0329;0,8532;0,2858;1,1725;25,9068;329,3977;-0,6594;-0,4749;0,273;-148,5436;True;False;False;1,0;1,0;0,8686;0,5698;0,0;0,0;0,0;0,0;32
5625;52,62101;-0,0614;1,0946;0,0621;38,0203;334,0839;352,864;True;True;-0,0602;0,789;0,2953;354,1283;13,7789;336,6138;-0,37;-0,3065;-0,0195;-154,6802;True;False;False;1,0;1,0;0,9026;0,6176;0,0;0,0;0,0;0,0;32
5635;52,76102;-0,0698;1,0956;0,0606;38,5338;328,6142;350,6736;True;True;-0,0903;0,7016;0,3172;357,4289;13,4265;7,805;0,2072;0,1965;-0,2549;-163,8158;True;False;False;1,0;1,0;0,9976;0,7357;0,0;0,0;0,0;0,0;32
5640;52,84102;-0,0688;1,0952;0,063;38,8965;331,1862;351,967;True;True;-0,0879;0,7294;0,2917;350,1201;26,5099;25,1435;-0,0483;0,3288;-0,2936;177,0893;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32
5645;52,92102;-0,0653;1,0933;0,0666;39,7332;336,9928;354,9149;True;True;-0,0597;0,7439;0,2979;347,793;28,0204;15,3609;0,3176;0,2802;0,0129;171,7198;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32
5650;52,98102;-0,0621;1,0911;0,0671;40,6553;343,1666;358,3158;True;True;-0,0229;0,8151;0,2767;345,2516;21,7351;7,1702;0,8935;1,8052;-0,7858;-178,0636;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32
5655;53,06102;-0,056;1,0897;0,0677;40,7452;352,6417;4,707;True;True;0,0232;0,8296;0,2621;346,4559;20,5769;355,8195;0,4505;0,0594;-0,0731;-173,6444;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32
5665;53,20103;-0,0344;1,0906;0,0635;38,6384;17,669;19,2116;True;True;0,1343;0,8199;0,2774;346,6421;37,1864;326,7148;0,747;-0,2705;0,4502;-149,9268;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32
5675;53,34103;-0,0377;1,0969;0,057;36,2832;17,6039;19,0317;True;True;0,2431;0,7463;0,3213;347,9297;57,3766;352,3375;0,2424;-0,2967;-0,11;-151,4561;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32
5685;53,48103;-0,0461;1,1042;0,0531;34,5349;12,0769;17,069;True;True;0,24;0,7352;0,3163;332,8416;70,5795;22,1857;-0,1058;0,0186;0,1397;169,9238;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32
5695;53,62104;-0,0496;1,1041;0,0573;34,5881;7,9742;14,9484;True;True;0,2358;0,7538;0,3365;339,4394;69,2118;16,6735;0,0336;0,4067;0,2858;172,3045;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32
5705;53,76104;-0,0471;1,0961;0,0652;37,8467;2,7534;11,1664;True;True;0,1639;0,8109;0,3167;343,0717;60,6089;356,8486;-1,0354;0,4136;-0,5052;-165,2513;True;False;False;1,0;1,0;0,8812;0,6182;0,0;0,0;0,0;0,0;32
5715;53,90104;-0,0515;1,0903;0,0615;41,5044;352,0445;4,2963;True;True;0,0275;0,8381;0,2968;350,5164;38,8769;339,4072;-0,6906;-0,4469;0,5437;-148,6442;True;False;False;1,0;1,0;0,9105;0,6163;0,0;0,0;0,0;0,0;33
5725;54,04105;-0,0663;1,0904;0,0537;42,2874;336,688;355,321;True;True;-0,0806;0,7607;0,3078;354,7011;15,9698;339,8078;-0,4892;-0,4088;0,0343;-152,0504;True;False;False;1,0;1,0;0,9204;0,6434;0,0;0,0;0,0;0,0;33
5730;54,10105;-0,0729;1,0913;0,0525;42,1931;332,5505;353,1861;True;True;-0,1104;0,721;0,3111;354,0075;10,768;352,8804;-0,3782;-0,6388;-0,1598;-155,5825;True;False;False;1,0;1,0;0,9175;0,6113;0,0;0,0;0,0;0,0;33
5735;54,18105;-0,0787;1,0918;0,0544;41,8458;330,8198;352,2707;True;True;-0,1177;0,7172;0,3028;346,4616;17,0353;10,5042;-0,17;0,1019;-0,0891;-166,7757;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33
5740;54,24105;-0,0817;1,091;0,0568;42,1689;330,3477;351,9717;True;True;-0,1215;0,7153;0,3;336,513;24,6167;16,4772;-0,177;-0,011;0,0971;172,8841;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33
5745;54,32105;-0,0834;1,0902;0,0593;42,5244;332,0293;352,2837;True;True;-0,1193;0,7169;0,3066;338,5935;26,9146;16,3773;0,0745;-0,0128;0,0643;170,3172;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33
5750;54,38105;-0,0856;1,0897;0,0611;42,8375;336,0412;354,3693;True;True;-0,1151;0,722;0,3095;340,3791;28,8503;13,0715;0,1519;0,1597;0,0385;-171,3656;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33
5760;54,52106;-0,0897;1,085;0,0613;44,4083;351,1551;6,0095;True;True;-0,0266;0,8387;0,2562;340,7811;36,9513;359,4109;1,4512;1,4182;-0,6557;-168,3571;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33
5765;54,60106;-0,0833;1,0819;0,0617;43,9971;3,3118;13,6373;True;True;0,0435;0,8503;0,2498;338,9018;40,7355;352,0118;0,6251;0,0937;0,0415;-169,5133;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33
5770;54,66106;-0,073;1,08;0,0605;42,0011;17,9484;22,4602;True;True;0,1166;0,8184;0,2512;340,2059;42,7624;346,8549;1,442;-0,9948;0,3399;-168,6297;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33
5775;54,74106;-0,0695;1,0809;0,0586;40,2604;22,4533;24,9997;True;True;0,1951;0,7589;0,2711;342,7479;41,8955;353,3952;0,7489;-0,4786;0,1674;-160,5211;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33
5780;54,80106;-0,0687;1,0831;0,0579;39,2628;22,1028;24,7943;True;True;0,2443;0,7425;0,2492;339,2207;42,5816;7,797;0,6543;0,0673;-0,5498;-159,1389;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33
5785;54,88107;-0,0661;1,0857;0,0574;39,0583;20,6844;23,8724;True;True;0,2491;0,7354;0,2434;338,6976;46,2714;14,085;0,0741;-0,0905;-0,0157;-164,7524;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33
5790;54,94107;-0,0618;1,0878;0,0574;38,902;19,7589;22,7058;True;True;0,228;0,7415;0,246;344,0091;51,2455;17,4395;-0,4591;0,063;0,0975;-169,6422;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33
5795;55,02107;-0,0589;1,089;0,0606;38,7203;17,3263;20,8371;True;True;0,2317;0,731;0,2679;349,9908;48,2185;11,1144;0,1441;-0,1507;0,2847;-171,4362;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33
5800;55,08107;-0,0562;1,0887;0,0638;39,7532;13,1615;18,3523;True;True;0,191;0,7674;0,2753;352,9657;39,1705;351,0728;-1,5855;1,5878;-0,3746;-160,6379;True;False;False;1,0;1,0;0,9477;0,7171;0,0;0,0;0,0;0,0;33
5805;55,16107;-0,053;1,0883;0,0649;40,9101;8,0216;14,2354;True;True;0,1285;0,8111;0,2703;355,1379;34,7607;335,6291;-0,572;0,3851;-0,0462;-154,1455;True;False;False;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;34
5810;55,22107;-0,0524;1,0881;0,064;41,7603;0,466;9,6584;True;True;0,0606;0,8312;0,2665;356,3329;26,1249;336,6955;-1,6931;0,6288;-0,3209;-153,5089;True;False;False;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;34
5815;55,30107;-0,0565;1,0891;0,0602;42,2561;350,2633;3,1815;True;True;0,0033;0,8192;0,2731;351,9587;15,8908;336,1246;-0,4948;-0,061;0,0417;-156,9358;True;False;False;1,0;1,0;0,849;0,5568;0,0;0,0;0,0;0,0;34
5820;55,36108;-0,0606;1,0911;0,0557;41,8763;339,9846;356,6393;True;True;-0,0521;0,7914;0,285;352,4367;8,4894;337,5727;-0,8659;-0,6159;0,2487;-154,2436;True;False;False;1,0;1,0;0,8946;0,6145;0,0;0,0;0,0;0,0;34
